path,label
./data/dataset\d06-037-s00-01.png,only a disturbed tossing and turning
./data/dataset\n06-100-s04-01.png,fascinated by the way he looked when you
./data/dataset\c03-007c-s01-04.png,"churchyard , "" sacred to the memory of """
./data/dataset\a02-072-s04-01.png,discussed a sit-down at Watford at 5.30 p.m. - none
./data/dataset\e07-108-s00-02.png,their cheapness making them attractive to the
./data/dataset\p02-101-s01-03.png,to help her control her feelings .
./data/dataset\m01-095-s01-02.png,the War Memorial .
./data/dataset\h07-037a-s00-00.png,The establishment of open markets in the
./data/dataset\h02-017-s00-00.png,4 . On examination of the evidence it became clear
./data/dataset\c03-007c-s01-05.png,- are seen as an integral part of the
./data/dataset\g06-045a-s00-06.png,"had studied under its founder , the aged"
./data/dataset\a03-043-s02-02.png,seeking an answer .
./data/dataset\d01-019-s03-00.png,"An editor , who was not the author , made what he"
./data/dataset\n02-146-s01-01.png,said shortly .
./data/dataset\p03-009-s01-00.png,""" If I were needing a"
./data/dataset\g06-042o-s01-02.png,"self to be on the point of death ,"
./data/dataset\r02-054-s04-00.png,In succession he tried
./data/dataset\n06-128-s02-00.png,Here in a dried-up creek-bed we found
./data/dataset\r03-115-s00-00.png,"Much more spacious than that poky little cottage ,"
./data/dataset\a01-003x-s00-01.png,Ps are likely to turn
./data/dataset\n04-149-s02-02.png,we give him the publicity .
./data/dataset\b06-015-s00-00.png,"A 90-day war , the West German"
./data/dataset\g06-050j-s02-04.png,"irritated , patient and persevering , ' but"
./data/dataset\a04-054-s02-01.png,was far better for a weapon used for retaliatory
./data/dataset\a01-011u-s01-03.png,"Colonial Secretary , Mr. Iain Macleod ,"
./data/dataset\g06-089-s01-01.png,"Cowper , for instance , told Princess Lieven on"
./data/dataset\d06-091-s00-00.png,There may be some who will argue that
./data/dataset\d06-082-s02-01.png,be a little more orderly for we so frequently just muddle
./data/dataset\a05-039-s02-01.png,general election showed Nationalists being
./data/dataset\h04-007-s01-00.png,The quantity
./data/dataset\g06-050i-s00-00.png,Mauro's first action was to write to his revered master
./data/dataset\g06-042m-s01-00.png,"As early as 1830 , when"
./data/dataset\b01-073-s02-01.png,men is natural .
./data/dataset\f07-002-s00-00.png,It is not our purpose to discuss this dictum .
./data/dataset\k03-164-s04-00.png,Melville has
./data/dataset\g04-055-s01-01.png,"there , but was soon changed into the better-"
./data/dataset\h07-044a-s00-01.png,ture on town and neighbourhood shopping
./data/dataset\g06-042m-s01-04.png,been brought to his notice .
./data/dataset\b04-187-s06-01.png,are backed by a resurgent film industry .
./data/dataset\g06-045o-s00-08.png,"its founder , the aged Dr. Samuel"
./data/dataset\h01-030-s02-01.png,preparations consideration was
./data/dataset\h02-017-s00-04.png,"prescription under the Dangerous Drugs Act , 1951 ,"
./data/dataset\a04-054-s00-00.png,That argument did not apply to the Polaris submarine .
./data/dataset\a01-000x-s00-01.png,any more Labour life Peers is to be made at a
./data/dataset\c03-000f-s00-01.png,play A Taste of Honey opens at the
./data/dataset\k07-158-s04-01.png,not !
./data/dataset\c06-111-s03-02.png,the subject Social Psychology used to be called
./data/dataset\b02-097-s00-01.png,important advance .
./data/dataset\a01-058x-s01-00.png,He said bluntly in Washington yesterday
./data/dataset\b06-082-s03-00.png,The Pentagon has made it perfectly
./data/dataset\r03-090-s01-00.png,""" Who are your lawyers ? """
./data/dataset\a04-047-s01-00.png,Obviously conscious of the fierce and
./data/dataset\a04-050-s01-01.png,and refuse proposals with which they did not
./data/dataset\a04-023-s01-01.png,"State , gave a 90-minute briefing on the Vienna talks to the"
./data/dataset\l01-129-s00-02.png,ear the most unexpected words Nick had
./data/dataset\c01-066-s01-05.png,classes in the early 19th century which
./data/dataset\n02-054-s05-00.png,He
./data/dataset\c03-094a-s00-03.png,"the editor , always comically abashed by the"
./data/dataset\g07-038-s01-03.png,hundred reasons why it would be
./data/dataset\h06-085-s00-00.png,It is also important to remember that on
./data/dataset\c04-089-s05-02.png,"different ... . """
./data/dataset\m04-100-s00-00.png,And no one doing the first thing about
./data/dataset\e01-113-s04-01.png,rest near tip of hook .
./data/dataset\l04-163-s05-00.png,As
./data/dataset\a01-053-s01-00.png,Immediately
./data/dataset\k07-063a-s01-00.png,"Head thrown back in a pool of hair ,"
./data/dataset\h01-007-s00-00.png,"The innovation at the 1961 Census , though the"
./data/dataset\p03-033-s04-01.png,Junior Medical Officer .
./data/dataset\a03-089-s00-03.png,Force .
./data/dataset\b05-017-s01-01.png,"took out a piece of paper , wrote his address on it and added :"
./data/dataset\k04-022-s02-01.png,"eyes ! ' she thought , bitterly ."
./data/dataset\g07-014-s02-01.png,presence of leading Missolonghi officials
./data/dataset\d04-101-s03-02.png,11 ) .
./data/dataset\f07-021a-s01-06.png,which the Israelites sighed .
./data/dataset\g04-077-s01-00.png,Life was
./data/dataset\d05-013-s04-00.png,So the phrase
./data/dataset\n04-130-s04-00.png,"If he doesn't mind ,"
./data/dataset\a02-116-s01-00.png,The committee's
./data/dataset\m01-038-s02-02.png,the empty-minded receptiveness that
./data/dataset\m04-012-s01-01.png,is established .
./data/dataset\f02-036-s00-02.png,raised were of considerable importance to the citizens of
./data/dataset\l04-159-s02-02.png,passing the car after your father was dead .
./data/dataset\c03-084b-s00-03.png,them .
./data/dataset\b04-147-s00-00.png,AN experiment in courtesy is launched by the Electricity
./data/dataset\m06-098-s06-03.png,everlasting night .
./data/dataset\m02-109-s00-03.png,step .
./data/dataset\l01-199-s01-02.png,last summer .
./data/dataset\j04-111-s00-00.png,Table 1 shows the decontamination factors
./data/dataset\l01-133-s03-03.png,that Fred had known her on and off
./data/dataset\e01-107-s04-00.png,When
./data/dataset\n06-186-s05-02.png,at gun point either .
./data/dataset\r02-000-s01-03.png,"reductions in tax save for wives , children ,"
./data/dataset\a02-000-s02-00.png,General
./data/dataset\c03-096a-s02-04.png,tradition .
./data/dataset\g06-031k-s03-00.png,"Personally I am indifferent , but I really"
./data/dataset\a04-043-s02-04.png,Soviet Union has them .
./data/dataset\c04-039-s03-02.png,by Mr. Houston's accomplished
./data/dataset\a04-000-s01-02.png,to have been devoted to this main point
./data/dataset\g06-050b-s01-00.png,In doing so he described his distinguished
./data/dataset\e04-019-s01-03.png,B temporarily in place on the chair
./data/dataset\f04-096-s00-03.png,a first-class compartment of the
./data/dataset\e02-117-s02-01.png,tool cupboard shown here has been specially
./data/dataset\c06-138-s00-08.png,to the raree-show emotionalism
./data/dataset\a01-011-s01-01.png,violently opposed to Africans getting an elected majority
./data/dataset\c02-012-s03-02.png,but here the director moves out of the world
./data/dataset\d04-125-s01-01.png,""" four cups "" to thank the Lord our God for the "" four"
./data/dataset\b01-094-s02-02.png,"the first time , in Malagasy ( formerly"
./data/dataset\d05-008-s00-00.png,The new century opened with James 1 ascending
./data/dataset\k02-076-s04-00.png,I want to
./data/dataset\r06-097-s00-02.png,sun .
./data/dataset\m04-138-s02-02.png,"situation , he realised , must be desperate"
./data/dataset\e01-062-s00-03.png,functions .
./data/dataset\n02-062-s02-03.png,"idyllic surroundings . """
./data/dataset\m04-100-s02-00.png,""" What you"
./data/dataset\d04-028-s00-02.png,"creak in answer "" "" if the roof of our security is"
./data/dataset\d01-098-s02-00.png,It was robust - the number
./data/dataset\j01-045-s00-01.png,circuit a corrosion indicator could be a reference
./data/dataset\l04-082-s02-00.png,He turned
./data/dataset\p02-017-s02-01.png,"to do that . """
./data/dataset\g06-031e-s00-00.png,' What a frightful event ! ' he wrote .
./data/dataset\h07-078-s00-08.png,it difficult for corporations to achieve
./data/dataset\a02-120-s02-01.png,Mr. Butler will have talks with Police
./data/dataset\a01-030u-s03-01.png,"have no knowledge of secret negotiations . """
./data/dataset\k07-122-s00-03.png,her glistening skin and see her move
./data/dataset\a01-113u-s02-05.png,strain of the Korean war .
./data/dataset\b01-009-s02-02.png,"South Africa , weakening the whites who are"
./data/dataset\l01-016-s03-01.png,came to like him .
./data/dataset\n04-068-s03-02.png,the lounge or return to his bedroom .
./data/dataset\b04-121-s03-01.png,repair the damage they have done .
./data/dataset\f01-058-s02-02.png,controversy among philosophers and psycho-
./data/dataset\h07-040b-s01-01.png,"case of factories and industrial sites , the"
./data/dataset\m02-055-s00-00.png,"They had been married for six years , but the"
./data/dataset\d01-019-s03-01.png,"could of the chaos by placing the fragments , or sheets , or pages , in order ."
./data/dataset\a04-054-s02-00.png,It
./data/dataset\g06-011a-s00-00.png,By the end of the month he still delighted in
./data/dataset\l01-187-s00-00.png,""" She 's as good a worker as you could wish for ."
./data/dataset\a06-114-s00-00.png,"If we joined the Common Market , our"
./data/dataset\h07-037a-s00-01.png,town centres has helped to bring custom
./data/dataset\e01-025-s01-00.png,It suffered a decline and fell into
./data/dataset\g06-011p-s01-00.png,He
./data/dataset\d07-102-s02-02.png,on the saying of R. Joshua b. Levi which
./data/dataset\e07-101-s02-03.png,larger block when the plant or seedling is ready
./data/dataset\f02-017-s01-04.png,3 . Work and leisure 4 . Living arrangements
./data/dataset\b01-127-s03-02.png,ruthlessly .
./data/dataset\r03-050-s00-03.png,and yellow sleepy dust in the corners of his pale
./data/dataset\l04-163-s01-00.png,There 's nothing
./data/dataset\h07-033-s00-00.png,This control over lettings also
./data/dataset\e06-021-s03-03.png,are drifted back into the normal home
./data/dataset\a04-006-s02-03.png,"security affairs , were brought in , the two"
./data/dataset\b06-053-s01-03.png,established during their years
./data/dataset\l04-005-s03-00.png,"' Of course ... anything you like ' , he murmured ,"
./data/dataset\c03-084a-s01-01.png,"Week "" series on independent television , Then"
./data/dataset\m02-069-s00-01.png,"with time instil the reverence which , on Earth , nature inspires ,"
./data/dataset\a01-053-s03-02.png,nomination before it can be con-
./data/dataset\d06-000-s01-03.png,cause and then deal with it ; show it
./data/dataset\a01-038-s03-00.png,They said they
./data/dataset\f07-009-s02-02.png,admittance into an acquaintanceship far more
./data/dataset\b02-013-s00-04.png,have us run risks greater than the West
./data/dataset\r06-035-s04-00.png,The
./data/dataset\a01-030x-s02-00.png,Ps yesterday :
./data/dataset\p01-168-s00-01.png,was Mr. Copthorne all right .
./data/dataset\r06-000-s01-01.png,tree-heavy square you can sit in the autumn
./data/dataset\e01-059-s01-04.png,"edging for collar , cuffs or a handkerchief ."
./data/dataset\c03-016b-s01-00.png,A young girl lives in
./data/dataset\f04-096-s02-02.png,"South Croydon , and he remembered"
./data/dataset\k07-176-s02-01.png,even if he were impotent I 'd still
./data/dataset\n06-194-s01-00.png,""" We 've got five rifles among"
./data/dataset\m06-031-s03-00.png,"' Be silent , woman , and listen , ' Band Appa Bondi said ."
./data/dataset\e06-053-s01-01.png,the seine-net film this usually seemed to
./data/dataset\r06-066-s00-00.png,"Then here was Nice , and the old holiday"
./data/dataset\p03-072-s03-00.png,"With a blonde , too ."
./data/dataset\a01-003-s02-02.png,and that Labour should not take any steps
./data/dataset\l04-093-s03-01.png,box from its hiding-place and locked it inside the
./data/dataset\n04-156-s04-00.png,The evening
./data/dataset\k04-085-s02-00.png,"' Look , madonna , we are surrounded ! '"
./data/dataset\g06-026k-s02-00.png,But he has not one word
./data/dataset\g04-095-s01-01.png,"to St. Mark's , the first contact I made was"
./data/dataset\g04-088-s02-01.png,stamp which could be stuck in
./data/dataset\f07-092b-s01-02.png,turbot and to have been much more interested in the
./data/dataset\b04-187-s04-01.png,combination of enthusiasm and shrewd anticipation
./data/dataset\f07-019b-s00-09.png,"simplicity , though nowadays their"
./data/dataset\c03-081c-s00-00.png,"Arguably , the dramatist has committed a technical"
./data/dataset\e06-070-s03-01.png,essential to catch round fish whose
./data/dataset\g06-050h-s00-01.png,"at Ko""then , near Leipzig , asking for advice ."
./data/dataset\j06-022-s00-00.png,The most clearly substantiated case
./data/dataset\g05-094-s01-04.png,vodka .
./data/dataset\h02-004-s02-03.png,the replies need not be confined to these
./data/dataset\k04-028-s01-01.png,"Farnese , with a snigger ."
./data/dataset\f02-036-s00-05.png,the welfare of older people to examine the report and
./data/dataset\l01-143-s01-03.png,of her hands in his .
./data/dataset\g06-011p-s04-01.png,"people , and what a busy town ."
./data/dataset\r06-097-s04-00.png,Enquiries had been made in the
./data/dataset\b06-053-s00-03.png,between support for the war
./data/dataset\g06-011k-s05-02.png,1superceded by the soldier - a favourable change
./data/dataset\r02-013-s01-04.png,tax relief for a jacket used
./data/dataset\b01-136-s03-04.png,about the nuptial arrangements .
./data/dataset\h07-037a-s01-03.png,town centre .
./data/dataset\g06-047c-s00-05.png,cities of Europe .
./data/dataset\g06-037c-s02-02.png,for an effective alleviation of his painful malady .
./data/dataset\m04-000-s01-01.png,"too carefree , and becoming airborne ?"
./data/dataset\g07-044-s01-00.png,She had lived
./data/dataset\h06-000-s00-03.png,"occurrences to H.M. District Inspectors of Factories ,"
./data/dataset\m02-080-s01-03.png,"plump hand towards her grand pianos , etc :"
./data/dataset\c03-094a-s00-01.png,"tively pushing , Miss Sheila Allen his wife ,"
./data/dataset\h07-003-s01-02.png,manual workers .
./data/dataset\d06-003-s01-00.png,Tremendous damage may be done to a child
./data/dataset\a04-069-s01-04.png,in central Europe of a zone of controlled
./data/dataset\l01-000-s05-00.png,He found out
./data/dataset\h07-054a-s00-00.png,"Except at Hemel Hempstead , large office"
./data/dataset\b04-202-s01-01.png,the opportunity to show is just as interested in the
./data/dataset\m06-048-s01-02.png,it dies when it changes into a tigerfly . '
./data/dataset\g01-000-s02-05.png,brilliant Channel fight .
./data/dataset\m04-113-s02-01.png,Joy .
./data/dataset\a01-038-s00-02.png,because Sir Roy had found messages
./data/dataset\l07-138-s00-03.png,and I began to look forward to my life
./data/dataset\c06-116-s05-02.png,"meandering by the L'Avventura man ,"
./data/dataset\g04-007-s00-02.png,coming to Sunday Evensong .
./data/dataset\g01-025-s00-07.png,to which the Exchequer resorted is
./data/dataset\g07-071a-s01-01.png,was without the right to make such
./data/dataset\g07-044-s01-06.png,"as # Byron called him , whose career of"
./data/dataset\e07-083-s01-02.png,"which nobody tackles with any enthusiasm ,"
./data/dataset\b04-140-s04-01.png,ask themselves this question :
./data/dataset\a01-087-s01-02.png,Ps
./data/dataset\d04-075-s04-02.png,"Rabbi Eleasar ben Assarja said , "" I am"
./data/dataset\l01-157-s04-02.png,no man 's safe from 'em .
./data/dataset\g07-030-s00-00.png,She had dreaded still more that he might
./data/dataset\c06-031-s02-00.png,I want to
./data/dataset\e07-094-s02-03.png,that it is used in a slightly moister
./data/dataset\d03-112-s02-00.png,Qoheleth has a second
./data/dataset\d01-118-s01-01.png,whether or not a particular text was written on
./data/dataset\e06-033-s01-01.png,"is strongest at spring tides , when without"
./data/dataset\c03-016e-s02-05.png,quisitively .
./data/dataset\c04-116-s04-01.png,""" My September Love , "" the big David Whitfield hit of 1956 ."
./data/dataset\c03-007d-s01-01.png,"streets and wet pavements , the school"
./data/dataset\g04-026-s04-01.png,the end of a few months an enthusiastic choir of men and women
./data/dataset\a01-107-s00-00.png,"We believe that a comprehensive medical service , free to the patient"
./data/dataset\c04-098-s03-01.png,"at a piece called "" Piccadilly "" ( Polydor ) ."
./data/dataset\f04-087-s01-00.png,"According to Miss Hone , she had not been"
./data/dataset\g07-079a-s01-06.png,Captain Byron that he had been left
./data/dataset\b01-127-s02-00.png,THERE is no evidence that the
./data/dataset\c03-081d-s01-05.png,restrained power .
./data/dataset\l07-187-s00-02.png,at the end of a velvety lawn flanked with
./data/dataset\g03-052-s02-01.png,"Council meeting on October 16 , 1912 , George"
./data/dataset\a01-091u-s02-01.png,Brown declared that the policy under
./data/dataset\h02-004-s00-00.png,We have held eleven meetings .
./data/dataset\g06-011p-s03-00.png,Vesuvius seems
./data/dataset\c06-080-s00-04.png,"than-average glossy comedy , Hollywood-"
./data/dataset\g06-031f-s04-04.png,"a mass of Radicalism , & then God knows what may happen ... ."
./data/dataset\a06-020-s00-01.png,ETU.
./data/dataset\e04-043-s02-02.png,and an outboard motor with a comfortable
./data/dataset\c03-000e-s01-03.png,"script , and the great advantages to be"
./data/dataset\r02-065-s00-00.png,"They closed on a single bundle and , fumbling with"
./data/dataset\c03-021f-s02-01.png,forlorn gift of companionship and sympathy -
./data/dataset\e01-113-s03-00.png,1 . Take hold
./data/dataset\n06-092-s03-01.png,giving me one of his strange looks .
./data/dataset\c03-081a-s00-05.png,heard .
./data/dataset\m02-087-s01-00.png,One remembered that he was a lawyer
./data/dataset\a06-090-s00-00.png,"He claimed that , unless we were in the"
./data/dataset\r06-018-s02-01.png,eruption of turtle-doves .
./data/dataset\h02-037-s00-04.png,large quantities of morphine and heroin
./data/dataset\n03-066-s01-00.png,That damned fool boy !
./data/dataset\c06-103-s00-04.png,look-out that the jokes about
./data/dataset\f04-039-s02-02.png,"a dark moustache , and wearing a frockcoat"
./data/dataset\a01-014-s04-03.png,Mr. Macmillan at Chequers .
./data/dataset\c02-017-s03-00.png,"Instead of having the desired effect ,"
./data/dataset\h07-028a-s00-07.png,as well as small sub-centres in
./data/dataset\h01-010-s00-04.png,groups .
./data/dataset\m04-081-s05-01.png,his ticket-punch nervously .
./data/dataset\n02-045-s02-03.png,party to the best of my ability - saying the
./data/dataset\e01-119-s04-03.png,( Fig. 3 ) .
./data/dataset\e04-132-s00-04.png,article .
./data/dataset\l04-005-s00-01.png,"in front of him , smiling as if nothing had happened !"
./data/dataset\n02-157-s01-01.png,"she was a lady who , like her Uncle Charles ,"
./data/dataset\b01-089-s01-01.png,justified in diverting naval ships in case
./data/dataset\g06-047i-s00-03.png,an increasing number of disciples among unorthodox
./data/dataset\d04-096-s03-01.png,"Mortar ( the CHARAUSES in Hebrew ) that binds all the "" hard-"
./data/dataset\b04-154-s03-01.png,against African fanatics and woolly minded
./data/dataset\d06-076-s04-00.png,Time
./data/dataset\b06-093-s02-02.png,Week subsides it is doubtful whether more
./data/dataset\l04-124-s01-02.png,his inner excitement .
./data/dataset\m04-180-s03-00.png,""" Broughtons , if I thought"
./data/dataset\g06-047o-s00-00.png,"This remarkable man of medicine , whom"
./data/dataset\c04-105-s00-01.png,"Rolly Daniels , who comes 5,000 miles"
./data/dataset\m01-115-s02-00.png,"Second , to tread pretty warily"
./data/dataset\m01-115-s04-00.png,We must learn all we can about
./data/dataset\k02-117-s00-01.png,to mean too much to him .
./data/dataset\h07-071a-s02-02.png,be particularly important in the new towns .
./data/dataset\k03-164-s03-01.png,of moderation and common sense .
./data/dataset\b02-097-s03-00.png,There can seldom have
./data/dataset\g06-045d-s00-02.png,"to give the system a trial , adding that it was being"
./data/dataset\c03-016e-s02-02.png,"sordid , and when she experiences it for the"
./data/dataset\g07-074a-s01-06.png,wonder at her magnanimity and Augusta's
./data/dataset\m04-038-s01-00.png,But it never reached there !
./data/dataset\d06-086-s01-00.png,The business man would find that he reached
./data/dataset\l04-087-s00-00.png,Was it his imagination or was the panel slightly lop-sided ?
./data/dataset\d04-021-s01-01.png,"diamond that incises the hardest rock , the hardest"
./data/dataset\g06-042e-s00-01.png,"1960s , no cure has been found for the 6tic"
./data/dataset\k07-185-s00-00.png,He often used to try to imagine
./data/dataset\c06-116-s03-01.png,captain of the junior hockey team at
./data/dataset\g06-031r-s04-03.png,"Commons House upon a dissolution , which must be had ,"
./data/dataset\a01-053x-s03-01.png,committee has to pass Mr. Weaver's
./data/dataset\l04-026-s00-00.png,"' Nice night ' , he remarked affably ."
./data/dataset\a01-087u-s00-00.png,"Mr. Brown , passionate and warm-hearted ,"
./data/dataset\d07-085-s00-03.png,already in the hands of the Redactors .
./data/dataset\g03-058-s00-06.png,capable of achieving socialism for the working
./data/dataset\m02-083-s00-00.png,"Peron entered , a large man , who had once been"
./data/dataset\a01-053u-s00-01.png,alleged association with organisations black-
./data/dataset\h01-027-s01-02.png,households by size as usually constituted
./data/dataset\b04-147-s04-01.png,for the people the board will earn their good will .
./data/dataset\b06-097-s01-01.png,"and open days at techs , more than descents into"
./data/dataset\b05-055-s01-03.png,batting averages and all the statistical blight that makes a
./data/dataset\b05-050-s01-02.png,bats and wickets between two sides .
./data/dataset\a03-037-s01-02.png,"one in Leeds , Ontario , and the other two in the"
./data/dataset\c03-000c-s01-01.png,"directed by Mr. Tony Richardson , who is also part-"
./data/dataset\g07-000b-s00-01.png,to Douglas Kinnaird saying that it was incorrect
./data/dataset\n04-100-s05-02.png,"his career , and his companion's attitude was"
./data/dataset\g06-018i-s00-00.png,"When the sailing season was past , he sent Pearl back to"
./data/dataset\k04-022-s01-00.png,' Santa Maria !
./data/dataset\p03-189-s01-00.png,"They often had such a rendezvous , for"
./data/dataset\n06-140-s06-01.png,was never long on patience .
./data/dataset\g06-011j-s01-02.png,enjoy anything .
./data/dataset\a03-050-s02-03.png,by speech experts .
./data/dataset\h07-011-s00-00.png,Of those at present employed in manufacturing industry
./data/dataset\m04-164-s08-01.png,Group Captain .
./data/dataset\k03-138-s04-00.png,The Chancellor
./data/dataset\c06-047-s02-03.png,"Stratford , last spring ?"
./data/dataset\g06-042g-s01-02.png,"point of death , the new German curative method known as"
./data/dataset\f07-039b-s01-03.png,encounters a certain measure of novelty .
./data/dataset\l07-135-s00-01.png,haggled with him and within half an hour
./data/dataset\b05-079-s00-00.png,This concept of slavery included Britain .
./data/dataset\l03-004-s02-03.png,his body .
./data/dataset\a05-069-s01-01.png,"tone , and his voice never rose to any"
./data/dataset\n04-048-s02-01.png,"empty , save for the lady known by all habitue"
./data/dataset\a01-020-s02-02.png,majority they are seeking .
./data/dataset\g06-047j-s00-03.png,"upon earth than a human being ' , had"
./data/dataset\d04-028-s01-02.png,filled with the knowledge of the Glory of the
./data/dataset\c02-059-s03-01.png,"acting ability , she would seem to be well"
./data/dataset\a01-122-s01-02.png,"industry . """
./data/dataset\d06-096-s01-00.png,How anybody
./data/dataset\n01-045-s00-02.png,dipped slightly .
./data/dataset\j01-059-s01-02.png,fitting thin walled T-Junction F and passes
./data/dataset\g06-031p-s00-00.png,' What a frightful event ! ' he wrote .
./data/dataset\l01-199-s03-00.png,By this
./data/dataset\n01-020-s02-01.png,radar glowed .
./data/dataset\m03-118-s01-01.png,was impatient for it .
./data/dataset\r06-007-s00-01.png,a good address . '
./data/dataset\p02-109-s03-00.png,""" You"
./data/dataset\n03-079-s00-02.png,where it had a straight blow of eight miles
./data/dataset\g06-045e-s00-06.png,Hahnemann .
./data/dataset\a02-106-s01-00.png,The question : Their status in an independent Uganda .
./data/dataset\c04-035-s00-01.png,newly-weds Ian Carmichael and Janette Scott let
./data/dataset\n06-100-s09-02.png,"last night . """
./data/dataset\g06-101-s02-01.png,almost despaired of when as a last resort it was
./data/dataset\f04-016-s02-01.png,that she had carried a green purse and
./data/dataset\r02-127-s00-01.png,of a mother who had failed to realise that a son
./data/dataset\g06-031p-s04-02.png,"at the return of Ultratoryism , that the Commons"
./data/dataset\k04-103-s01-02.png,of travellers in the district .
./data/dataset\f07-000-s00-06.png,dance ; nothing the German would
./data/dataset\n02-120-s01-02.png,"partner can do , "" was her quick reply ."
./data/dataset\r02-060-s01-03.png,waggled it around vigorously .
./data/dataset\m01-000-s03-00.png,He stared at her
./data/dataset\h07-013-s00-01.png,"averages , and may be thought to indicate a"
./data/dataset\a06-147-s02-02.png,of a third world war .
./data/dataset\g01-067-s01-01.png,"adult was altered to read ' over sixteen ' ,"
./data/dataset\a01-132-s01-00.png,The Government decided to adjust
./data/dataset\a02-000-s00-00.png,"MR. Macmillan has picked a strong "" brains trust """
./data/dataset\g01-004-s02-01.png,"him was the French Admiral , Jean de Vienne -"
./data/dataset\h07-066b-s01-03.png,"school-leaving age , expressed as a percentage of the"
./data/dataset\k02-093-s01-01.png,"himself , he knew well how to entertain his bachelor"
./data/dataset\c03-084f-s01-04.png,unfamiliar theme of the destructive power
./data/dataset\d04-032-s03-00.png,"The Shamir is the "" seventh "" and"
./data/dataset\g04-048-s01-00.png,Gifts of candlesticks and
./data/dataset\m04-081-s06-00.png,Peered out of
./data/dataset\h07-007-s00-00.png,There is no reason to suppose that this pattern is peculiar to
./data/dataset\e07-083-s00-01.png,wash clay pots is a definite factor in
./data/dataset\b04-000-s02-00.png,Her
./data/dataset\m04-000-s03-00.png,A
./data/dataset\b04-121-s01-01.png,Macmillan and his ministers there is no choice .
./data/dataset\a02-042-s02-02.png,Accra ?
./data/dataset\a04-072-s02-00.png,It was a
./data/dataset\p02-008-s02-01.png,off the plane with him were talking .
./data/dataset\c06-043-s02-00.png,Since then he has been
./data/dataset\f03-191-s07-01.png,this way :
./data/dataset\g06-050d-s00-00.png,Mauro's first action was to write to his revered
./data/dataset\r03-026-s00-01.png,architecture which Mr. John Betjeman had
./data/dataset\h07-023-s00-02.png,"female employees , expressed as a percentage"
./data/dataset\n06-092-s06-02.png,"the agency detective . """
./data/dataset\n06-082-s08-00.png,But I reckon they 'll be too busy shooting at
./data/dataset\f01-139-s02-03.png,one of the most unreliable methods of getting
./data/dataset\g06-042m-s00-00.png,"Nor is this to be wondered at , for even today ,"
./data/dataset\a06-152-s02-00.png,Mr. K's latest
./data/dataset\h01-007-s01-05.png,by widowhood or divorce after the end
./data/dataset\g06-047c-s00-01.png,Burdett described to Anglesey a year or two
./data/dataset\g06-031r-s03-00.png,"Personally I am indifferent , but I really"
./data/dataset\e07-108-s02-00.png,A wide range of
./data/dataset\c04-098-s00-00.png,But not one of his nimble-fingered best .
./data/dataset\g06-042n-s00-01.png,"today , in the 1960s , no cure has been"
./data/dataset\g06-045k-s00-01.png,"the diplomatist Lord Ponsonby , had written to advise"
./data/dataset\g05-094-s02-01.png,of the first ten years of the promised
./data/dataset\f07-046a-s02-00.png,"The Celestials , apart"
./data/dataset\g04-104-s01-02.png,"at the Royal Herbert Hospital , full of war prisoners ."
./data/dataset\a04-059-s02-02.png,"view , truly reflect the opinions of the majority"
./data/dataset\f03-191-s02-00.png,And away you go into
./data/dataset\a02-032-s00-00.png,But in his absence his chief lieutenants have
./data/dataset\a01-058x-s02-01.png,Government would try to get Germany to
./data/dataset\l04-174-s02-01.png,"paper ' , the man said to Hugh in a thick"
./data/dataset\h07-030a-s00-00.png,Some development corporations have sought
./data/dataset\g01-074-s00-01.png,over a question of trade rivalry .
./data/dataset\c03-003f-s01-03.png,"of the story , and the marriage of the"
./data/dataset\b06-000-s00-01.png,the German ambassador in London was dictating
./data/dataset\b04-154-s05-00.png,Is
./data/dataset\f01-053-s02-02.png,of books .
./data/dataset\b05-088-s01-00.png,I have just
./data/dataset\p02-105-s02-03.png,after Simone had left expect her to accept his
./data/dataset\a01-113-s02-03.png,done in 1950 because of the financial strain of
./data/dataset\a01-000u-s01-03.png,P for Manchester Exchange .
./data/dataset\b02-097-s02-00.png,Federal Germany votes tomorrow
./data/dataset\n06-133-s05-00.png,Just you
./data/dataset\g01-022-s00-03.png,THE CITIZENS WHO HAD THE MONEY
./data/dataset\l04-159-s01-03.png,as particular debts of honour before taking his own
./data/dataset\f07-028a-s00-03.png,and intellect .
./data/dataset\a04-050-s02-02.png,would attract enemy action .
./data/dataset\m01-084-s04-01.png,"... this is BBC calling ... """
./data/dataset\b01-053-s02-02.png,other leading Western nations are at long last
./data/dataset\b04-140-s03-00.png,Throughout the years Lord Russell
./data/dataset\g04-081-s01-02.png,"things , a widow who knew how to look after the ' boy , '"
./data/dataset\e04-015-s01-00.png,The seat rests across the upper two
./data/dataset\r02-127-s02-00.png,' And don't wipe the dirt off on the
./data/dataset\g07-044-s01-04.png,"sense of effort , in persuading her little world to"
./data/dataset\a01-011u-s00-03.png,"African National Congress ( 400,000 ) will"
./data/dataset\g06-031b-s02-00.png,What infatuation !
./data/dataset\b04-020-s02-00.png,To have such a
./data/dataset\d01-098-s02-02.png,this - and it was easily stored .
./data/dataset\g03-058-s00-01.png,not prepared to accept the role of junior helper
./data/dataset\r03-065-s06-02.png,saw to that .
./data/dataset\n03-082-s06-00.png,You don't need
./data/dataset\n03-113-s03-00.png,She has a foot of
